"","symbol","group","logFC","AveExpr","t","PValue","FDR","B"
"ENSG00000139433","GLTP","protein_coding",-1.55101539636001,4.59001838349782,-9.42096138393912,2.7170353541292e-14,6.09536205493275e-12,22.1961116001686
"ENSG00000104435","STMN2","protein_coding",-3.8529142403973,0.7336084104429,-9.35279058835909,3.64935245891938e-14,8.0569592620809e-12,21.9122756655338
"ENSG00000065320","NTN1","protein_coding",-3.30622294125328,1.40946104319477,-9.31432071360668,4.31082200317178e-14,9.34234705253587e-12,21.7500190278942
"ENSG00000106034","CPED1","protein_coding",-2.92966520737467,2.44164691945946,-9.31138959372493,4.36589660230665e-14,9.34234705253587e-12,21.7352348795984
"ENSG00000100628","ASB2","protein_coding",-3.45359683622664,1.1262722232323,-9.29353914357209,4.71686471920868e-14,9.84938873813025e-12,21.6619378057464
"ENSG00000171503","ETFDH","protein_coding",-1.7923130531489,3.53731482689605,-9.29184423593068,4.75162532062793e-14,9.84938873813025e-12,21.6493990469803
"ENSG00000050344","NFE2L3","protein_coding",2.6877799226033,6.26843309445154,9.28801704021607,4.83106425283306e-14,9.84938873813025e-12,21.6378898819219
"ENSG00000154822","PLCL2","protein_coding",-3.04106101257389,1.38825894933042,-9.28540229338935,4.8861012504924e-14,9.84938873813025e-12,21.6275629914046
"ENSG00000186469","GNG2","protein_coding",-2.41703866978035,2.30938260108951,-9.27549059405223,5.10049786421157e-14,1.01346892561884e-11,21.5841932315626
"ENSG00000166510","CCDC68","protein_coding",-2.79850145251121,2.31492528752224,-9.25483769883973,5.57801666779718e-14,1.0640127245653e-11,21.4958082976465
"ENSG00000107562","CXCL12","protein_coding",-3.4378056933218,3.50607770919293,-9.25463394608181,5.58294432457142e-14,1.0640127245653e-11,21.4924955103239
"ENSG00000120708","TGFBI","protein_coding",3.29764931412162,8.90949575945684,9.25457524787756,5.58436472020037e-14,1.0640127245653e-11,21.4895633651146
"ENSG00000204136","GGTA1","protein_coding",-2.79216729337091,0.262692700447451,-9.20924597619337,6.79687274089953e-14,1.27753652639421e-11,21.2793439905997
"ENSG00000104723","TUSC3","protein_coding",-2.32279311269766,1.98673912428465,-9.19899814656335,7.10569723200007e-14,1.31777523733185e-11,21.2612193414524
"ENSG00000151892","GFRA1","protein_coding",-3.66716338355578,0.696173720348332,-9.12274230554008,9.89150114388582e-14,1.81027486066195e-11,20.9382172528427
"ENSG00000133742","CA1","protein_coding",-9.82662660411257,1.10069708352485,-9.07320004324278,1.22643938651257e-13,2.21539551000043e-11,20.7212453069407
"ENSG00000134121","CHL1","protein_coding",-3.69405889636464,0.390680610228953,-9.06863851301502,1.2509681950165e-13,2.23073290057494e-11,20.7078784543671
"ENSG00000186198","SLC51B","protein_coding",-3.67569953073517,1.69104497593901,-9.06137082842064,1.291068340205e-13,2.27309741062168e-11,20.675389019913
"ENSG00000181804","SLC9A9","protein_coding",-2.58239239704191,0.759421765251789,-9.04445544792541,1.38945911442221e-13,2.41574835281232e-11,20.5988798573863
"ENSG00000105974","CAV1","protein_coding",-2.93143540234397,4.51313833839066,-9.02038003598867,1.5425923601845e-13,2.64887865898843e-11,20.4961877521322
"ENSG00000119121","TRPM6","protein_coding",-4.41532225281547,2.09451080448352,-8.99770185526519,1.70227338699695e-13,2.8874293341147e-11,20.4031182061073
"ENSG00000122694","GLIPR2","protein_coding",-2.46236465814184,3.27080792092333,-8.99467778970465,1.72478197484311e-13,2.89036054073407e-11,20.3850142222245
"ENSG00000149218","ENDOD1","protein_coding",-2.09955654638117,5.04045958377018,-8.97949673550904,1.84236300740701e-13,3.05064607976477e-11,20.3200581181356
"ENSG00000138678","GPAT3","protein_coding",-2.81363584840333,2.01038114499779,-8.97001533548576,1.91983859079206e-13,3.14153352462668e-11,20.2870545014634
"ENSG00000160712","IL6R","protein_coding",-2.85741880163196,2.80299275437836,-8.96478290118759,1.96398338574044e-13,3.17640057119346e-11,20.2595549247753
"ENSG00000170153","RNF150","protein_coding",-4.18717676847451,0.338717290081789,-8.96108857703691,1.99576252707112e-13,3.19069666540601e-11,20.2530036204702
"ENSG00000160307","S100B","protein_coding",-3.27385800956797,0.409330490226899,-8.9562367918803,2.03828208112245e-13,3.22164380299229e-11,20.2286193877531
"ENSG00000182168","UNC5C","protein_coding",-2.48679980108837,0.94059990406361,-8.92965463035078,2.28786802889818e-13,3.57550072066795e-11,20.1165108264053
"ENSG00000156113","KCNMA1","protein_coding",-4.38388783816172,2.35777021714601,-8.89171064628202,2.69808592143115e-13,4.16974189790954e-11,19.9512486930132
"ENSG00000138615","CILP","protein_coding",-4.38472195028613,0.340137391995153,-8.85571273467899,3.15517352827235e-13,4.77014223964567e-11,19.805647844937
"ENSG00000180155","LYNX1","protein_coding",-3.22919139778079,0.44253774439426,-8.85600953432516,3.15110447243824e-13,4.77014223964567e-11,19.8052397551138
"ENSG00000112186","CAP2","protein_coding",-3.10877202383992,1.25923660759796,-8.84283306150257,3.33691329526488e-13,4.99065881976766e-11,19.7500350255409
"ENSG00000004776","HSPB6","protein_coding",-4.37608391295937,1.71979992446601,-8.83440765283287,3.46143566102138e-13,5.1218200648028e-11,19.7091628134966
"ENSG00000150471","ADGRL3","protein_coding",-2.84318296413961,0.258706317799279,-8.8267187264395,3.57912970533727e-13,5.24022263910907e-11,19.6707816963863
"ENSG00000173175","ADCY5","protein_coding",-3.27148356807227,1.42958200072011,-8.77106221296376,4.55939961032076e-13,6.60590512291161e-11,19.4431060299104
"ENSG00000022267","FHL1","protein_coding",-3.93375732078497,4.05373412280802,-8.76851684895853,4.6101638125027e-13,6.610594687433e-11,19.4269258213249
"ENSG00000176438","SYNE3","protein_coding",-2.5486608973925,1.4318296451205,-8.73109928705069,5.42515872982676e-13,7.69985028297555e-11,19.2766217265139
"ENSG00000133687","TMTC1","protein_coding",-2.63265777464198,1.6297012153721,-8.7053882365252,6.06732854216715e-13,8.52429017101039e-11,19.1650295093685
"ENSG00000040199","PHLPP2","protein_coding",-2.23223843899406,3.37162498819091,-8.69054456173361,6.47216233454795e-13,9.00213059112274e-11,19.0873417878258
"ENSG00000108773","KAT2A","protein_coding",1.86226840161682,5.78631718703919,8.67064028811126,7.05777092417219e-13,9.71945898854564e-11,19.0084516352891
"ENSG00000171724","VAT1L","protein_coding",-2.59862929572594,0.378119892878293,-8.62218742253637,8.7147075754395e-13,1.17682395792998e-10,18.8056407844793
"ENSG00000006704","GTF2IRD1","protein_coding",2.36683678560348,5.52875038947493,8.61959655734768,8.81354202932667e-13,1.17872650082601e-10,18.8021298761468
"ENSG00000007312","CD79B","protein_coding",-3.02630536875673,0.4963695078758,-8.6080862839846,9.26636692496951e-13,1.22748473866096e-10,18.7544427506355
"ENSG00000149596","JPH2","protein_coding",-3.81427621073811,1.10123379098377,-8.58713423773633,1.01512414926688e-12,1.33201526341066e-10,18.660847684009
"ENSG00000169860","P2RY1","protein_coding",-2.98669747544787,1.66328124080917,-8.57015349470616,1.09300667482974e-12,1.42080652712214e-10,18.5870049726698
"ENSG00000073711","PPP2R3A","protein_coding",-2.28437011318078,2.1281857057009,-8.55591331169406,1.16291044621335e-12,1.49767790707236e-10,18.5251876887217
"ENSG00000150764","DIXDC1","protein_coding",-2.0758088745379,3.09073832132879,-8.54189590387782,1.23608811015617e-12,1.57731647010662e-10,18.455160481666
"ENSG00000146039","SLC17A4","protein_coding",-3.79389170980719,1.07060117894318,-8.5374585121289,1.26020013040385e-12,1.59346578307156e-10,18.4497676147586
"ENSG00000198417","MT1F","protein_coding",-3.29052419173369,2.22330892237686,-8.53335789679499,1.28290032629875e-12,1.60755501247652e-10,18.423517421311
"ENSG00000197273","GUCA2A","protein_coding",-6.25620158392364,2.77321312916736,-8.52187079881504,1.34869247810379e-12,1.67490747124515e-10,18.384342088423
"ENSG00000144619","CNTN4","protein_coding",-2.52541520654879,0.456333271643687,-8.48026847029638,1.61651297920729e-12,1.98974150688444e-10,18.2094743417154
"ENSG00000177098","SCN4B","protein_coding",-2.54409375372056,0.176596670092866,-8.45036947433934,1.84127416062396e-12,2.24651599123848e-10,18.0736653346928
"ENSG00000101938","CHRDL1","protein_coding",-4.78311826014481,1.28622525722127,-8.44330493060072,1.89879398931839e-12,2.29655005195038e-10,18.0451812472235
"ENSG00000115295","CLIP4","protein_coding",-2.90690037621013,0.816723038319872,-8.43714279387414,1.95043200468785e-12,2.32338937617833e-10,18.0307294826637
"ENSG00000169291","SHE","protein_coding",-2.18491732235184,0.758075689887137,-8.43632269661955,1.95740941072708e-12,2.32338937617833e-10,18.0245994302369
"ENSG00000100604","CHGA","protein_coding",-7.20282980868209,0.920739014382857,-8.43472231575311,1.97109746487197e-12,2.32338937617833e-10,18.0157437042895
"ENSG00000182253","SYNM","protein_coding",-5.42605283408532,2.93846514095299,-8.35391229344928,2.80238719191643e-12,3.27549608843408e-10,17.6664232903001
"ENSG00000104154","SLC30A4","protein_coding",-1.82970725388389,2.14413234603572,-8.34228968790013,2.94786583288011e-12,3.41682215579412e-10,17.6204424271184
"ENSG00000036672","USP2","protein_coding",-2.91478289772203,0.888499026392562,-8.32977078300235,3.11302177234969e-12,3.5784313910423e-10,17.5752301347312
"ENSG00000137265","IRF4","protein_coding",-3.10966100342453,0.657009660149941,-8.32049767611476,3.24129362689704e-12,3.6953404144681e-10,17.5364275989823
"ENSG00000164442","CITED2","protein_coding",-1.85149384569336,3.89160248346949,-8.31198419755032,3.36370551358572e-12,3.8037219502816e-10,17.4682228445039
"ENSG00000101680","LAMA1","protein_coding",-3.20640153687969,0.932908557335544,-8.30081410922314,3.53135368013106e-12,3.96109664007604e-10,17.4485939292154
"ENSG00000173237","C11orf86","protein_coding",-4.89443235367524,-0.116281924539582,-8.28704867319344,3.74948895428149e-12,4.1721313492081e-10,17.391346257632
"ENSG00000153814","JAZF1","protein_coding",-2.34090246035655,1.79855459241231,-8.27836152415075,3.89403209842569e-12,4.2985787664288e-10,17.3478582903847
"ENSG00000079335","CDC14A","protein_coding",-2.18207954323188,1.91878353985103,-8.2741539926091,3.96602937483363e-12,4.3435828798867e-10,17.3294532963775
"ENSG00000066629","EML1","protein_coding",-2.80492041479461,2.39188595043842,-8.25030119335222,4.40007820492422e-12,4.78130373064773e-10,17.2156340527607
"ENSG00000048052","HDAC9","protein_coding",-2.60508796146052,1.17740951346998,-8.24378656137992,4.52667107184317e-12,4.88073394870284e-10,17.2084266142381
"ENSG00000197380","DACT3","protein_coding",-2.87032542976715,1.36386767607247,-8.21176530082192,5.20386245899988e-12,5.56773253401765e-10,17.0669552408954
"ENSG00000071203","MS4A12","protein_coding",-7.48239202546558,0.963108602716618,-8.19617976674676,5.56921423703885e-12,5.91314510099033e-10,17.0024711081235
"ENSG00000181826","RELL1","protein_coding",-1.92078540811599,0.79012504117103,-8.1921220730902,5.66846885572482e-12,5.97293434199065e-10,16.988817152618
"ENSG00000181856","SLC2A4","protein_coding",-2.8803212468536,1.1196491615454,-8.18085686372852,5.95339036474524e-12,6.22599297618357e-10,16.9401998593695
"ENSG00000113448","PDE4D","protein_coding",-2.30742842220991,3.05470678343435,-8.16440375584511,6.39543794342349e-12,6.63836913097592e-10,16.8432631962365
"ENSG00000271447","MMP28","protein_coding",-3.83573696573961,1.95428956263279,-8.14691127870828,6.90143769135617e-12,7.08126015113522e-10,16.7770244688694
"ENSG00000076555","ACACB","protein_coding",-1.88573728329389,3.58037124966262,-8.14616331232867,6.92394406897973e-12,7.08126015113522e-10,16.7618964167452
"ENSG00000139970","RTN1","protein_coding",-2.65567732414933,0.115431907481788,-8.1266515688895,7.53768425395945e-12,7.65267520352716e-10,16.7120230070404
"ENSG00000240771","ARHGEF25","protein_coding",-2.88071635530474,1.8206211998193,-8.12399068193293,7.62549091903377e-12,7.68572124585802e-10,16.6849364411323
"ENSG00000137726","FXYD6","protein_coding",-3.08176643436189,2.53581954008534,-8.11317112517414,7.99317812580149e-12,7.99835356487575e-10,16.6282555163023
"ENSG00000127990","SGCE","protein_coding",-2.21332540624352,2.09475117685161,-8.1092997642264,8.12900030375753e-12,8.01888405850805e-10,16.6247571092813
"ENSG00000078114","NEBL","protein_coding",1.94796439557093,5.88121591048663,8.10974273439809,8.11334311340404e-12,8.01888405850805e-10,16.6154398929167
"ENSG00000185437","SH3BGR","protein_coding",-2.43657080777881,0.273235070131326,-8.10287278910113,8.35959381030789e-12,8.13102030122884e-10,16.6129775358433
"ENSG00000198771","RCSD1","protein_coding",-2.2111720078966,2.08416142780898,-8.10308926938073,8.35172137813444e-12,8.13102030122884e-10,16.5987134487253
"ENSG00000204936","CD177","protein_coding",-6.90109815264435,1.88766588028538,-8.09059373585886,8.81848042346044e-12,8.51779473679939e-10,16.5521791391862
"ENSG00000095303","PTGS1","protein_coding",-3.03796225897458,3.40708699371537,-8.08882521341549,8.88661442597436e-12,8.52440827937085e-10,16.518665302678
"ENSG00000259330","INAFM2","protein_coding",-1.81320830982522,1.75512247863056,-8.08308831705679,9.11127485273966e-12,8.64940941490719e-10,16.5267223826416
"ENSG00000159176","CSRP1","protein_coding",-2.38412934493641,7.30187405540348,-8.08233236811216,9.14129832476351e-12,8.64940941490719e-10,16.517159746884
"ENSG00000100321","SYNGR1","protein_coding",-2.88839382411088,0.570115822051715,-8.07784960622443,9.32137877197825e-12,8.73801970299528e-10,16.5104066127419
"ENSG00000088854","C20orf194","protein_coding",-2.54322786155442,1.38275977992954,-8.07688490909073,9.36059339813284e-12,8.73801970299528e-10,16.4969812143144
"ENSG00000089351","GRAMD1A","protein_coding",1.69928883865502,5.68196244232187,8.06352128045778,9.9210841637318e-12,9.19949064222304e-10,16.4180583247841
"ENSG00000163687","DNASE1L3","protein_coding",-4.25513910411768,0.40686464261693,-8.05410048070791,1.03362376777308e-11,9.52097548738789e-10,16.4001607536646
"ENSG00000179314","WSCD1","protein_coding",-3.10555998161089,1.6161038750089,-8.05211266876421,1.04260293010939e-11,9.54050273348127e-10,16.3805444255611
"ENSG00000016602","CLCA4","protein_coding",-8.44854940902287,1.10837030275921,-8.04940656896143,1.05495204696977e-11,9.59041047143955e-10,16.3847429924732
"ENSG00000139117","CPNE8","protein_coding",-2.40217024191745,1.89115259124697,-8.04604669418722,1.07048814177414e-11,9.66845426229645e-10,16.3570296137053
"ENSG00000135678","CPM","protein_coding",-3.2248043421504,3.00729254369943,-8.04320427953207,1.08380982035117e-11,9.72561986533193e-10,16.3263903223438
"ENSG00000172348","RCAN2","protein_coding",-2.02116709249148,2.38548608141364,-8.01182497881706,1.2423517815237e-11,1.10768403392392e-09,16.2057699404237
"ENSG00000184347","SLIT3","protein_coding",-3.22941331807068,2.64698005925415,-8.00721194398111,1.26753559543059e-11,1.12293965584994e-09,16.175449565341
"ENSG00000198894","CIPC","protein_coding",-1.32034506687094,4.18416771375804,-8.00357366238013,1.28775710250782e-11,1.13363376827729e-09,16.1505497618081
"ENSG00000151229","SLC2A13","protein_coding",-2.02425257330888,2.9533981173952,-8.00007655207247,1.3074976079576e-11,1.14377259302404e-09,16.14516604408
"ENSG00000138735","PDE5A","protein_coding",-2.75997429016128,3.37876825464461,-7.98838421288239,1.37571937037628e-11,1.18850190823377e-09,16.0899772748571
"ENSG00000062038","CDH3","protein_coding",4.6184146263799,5.15663535900864,7.98901833053491,1.37192991374614e-11,1.18850190823377e-09,16.0794848712219
"ENSG00000065534","MYLK","protein_coding",-4.03833160433934,5.87766347795239,-7.98515855367386,1.39515819822867e-11,1.19785527031868e-09,16.1049871006847
"ENSG00000176148","TCP11L1","protein_coding",-1.30120982632678,2.0430694906287,-7.97990983505925,1.42737665419904e-11,1.21799888854321e-09,16.0917976337725
"ENSG00000137094","DNAJB5","protein_coding",-2.73115492980092,1.53046938909822,-7.96694907079852,1.5101529677729e-11,1.28077546516788e-09,16.0246011167767
"ENSG00000105609","LILRB5","protein_coding",-3.05261073566141,0.168223720565471,-7.96140731311579,1.54699362238465e-11,1.30406874507564e-09,16.0198650219291
"ENSG00000169764","UGP2","protein_coding",-2.20226625683176,6.10018847033514,-7.95631956053275,1.58160580043542e-11,1.32521416134074e-09,15.9663528537907
"ENSG00000187193","MT1X","protein_coding",-2.64453653781668,3.15338904869423,-7.95282443528697,1.60583032404844e-11,1.33745472917304e-09,15.9394829851685
"ENSG00000196620","UGT2B15","protein_coding",-4.4181343330159,0.00517918459416304,-7.94912884330415,1.63184737474116e-11,1.35103363900445e-09,15.9589205450769
"ENSG00000163431","LMOD1","protein_coding",-4.29503650621638,3.56628489154798,-7.93546072461857,1.731781825395e-11,1.42528718398929e-09,15.8764374724579
"ENSG00000130826","DKC1","protein_coding",1.51627550656547,6.62159002854615,7.92802723394605,1.78867377614072e-11,1.46345079719655e-09,15.8265115089485
"ENSG00000151320","AKAP6","protein_coding",-2.77010653895296,0.609922572234296,-7.91974286347673,1.85427935841286e-11,1.5082556488985e-09,15.8419975786986
"ENSG00000116741","RGS2","protein_coding",-2.82172975287898,3.12895492798336,-7.9131321995379,1.90834977679313e-11,1.54321145612882e-09,15.7705966002519
"ENSG00000114166","KAT2B","protein_coding",-2.25419849591249,2.5125397851427,-7.91025350931243,1.93238470216549e-11,1.55361496083351e-09,15.7677226241528
"ENSG00000124772","CPNE5","protein_coding",-2.24620343040256,1.57964760070566,-7.89769625377567,2.04081316493512e-11,1.63136036270589e-09,15.7383397638263
"ENSG00000152217","SETBP1","protein_coding",-2.72956601365858,1.39659784989133,-7.89465390756765,2.06798441929735e-11,1.63429518681857e-09,15.7195216762924
"ENSG00000163412","EIF4E3","protein_coding",-2.31849281630332,3.50987239926396,-7.89472961661379,2.06730389808729e-11,1.63429518681857e-09,15.6894161989558
"ENSG00000072195","SPEG","protein_coding",-3.80810994877684,1.2629975521956,-7.88584896249505,2.14867380858139e-11,1.68247986110637e-09,15.673800063295
"ENSG00000137273","FOXF2","protein_coding",-2.46151405340962,2.04515165249403,-7.88537039397118,2.15314843106574e-11,1.68247986110637e-09,15.6709085387317
"ENSG00000145681","HAPLN1","protein_coding",-3.19811865938741,0.593952362339063,-7.85826859433749,2.4223322710957e-11,1.882246902719e-09,15.5778470782118
"ENSG00000176472","ZNF575","protein_coding",-1.61872541859347,0.978785063464922,-7.84293507644511,2.58924984285103e-11,2.00077089245639e-09,15.5193306600315
"ENSG00000158473","CD1D","protein_coding",-2.08273635612776,0.540626957219042,-7.80903714293111,3.00012813160322e-11,2.29052132114604e-09,15.3764940224476
