"","Terms","Counts","GeneRatio","BgRatio","pValue","FDR","foldEnrichment","geneID","geneSymbol","Category"
"27","GO:0060349~bone morphogenesis",6,"6/165","113/18012",0.000607696105682442,0.0556284281065056,5.79629927594529,"ENSG00000066468/ENSG00000168077/ENSG00000163132/ENSG00000108821/ENSG00000114270/ENSG00000159167","FGFR2/SCARA3/MSX1/COL1A1/COL7A1/STC1","GO_BP"
"28","GO:0002064~epithelial cell development",8,"8/165","205/18012",0.000613324698023413,0.0556284281065056,4.260044345898,"ENSG00000105976/ENSG00000163347/ENSG00000113448/ENSG00000169710/ENSG00000111913/ENSG00000159167/ENSG00000081052/ENSG00000139926","MET/CLDN1/PDE4D/FASN/RIPOR2/STC1/COL4A4/FRMD6","GO_BP"
"29","GO:0003416~endochondral bone growth",4,"4/165","43/18012",0.000634312349012214,0.0556284281065056,10.1547568710359,"ENSG00000066468/ENSG00000168077/ENSG00000114270/ENSG00000159167","FGFR2/SCARA3/COL7A1/STC1","GO_BP"
"30","GO:0060412~ventricular septum morphogenesis",4,"4/165","43/18012",0.000634312349012214,0.0556284281065056,10.1547568710359,"ENSG00000215417/ENSG00000066468/ENSG00000124766/ENSG00000127418","MIR17HG/FGFR2/SOX4/FGFRL1","GO_BP"
"31","GO:0098813~nuclear chromosome segregation",9,"9/165","258/18012",0.000634934194146419,0.0556284281065056,3.80803382663848,"ENSG00000151503/ENSG00000179041/ENSG00000149636/ENSG00000105173/ENSG00000134982/ENSG00000013573/ENSG00000137804/ENSG00000136492/ENSG00000138411","NCAPD3/RRS1/DSN1/CCNE1/APC/DDX11/NUSAP1/BRIP1/HECW2","GO_BP"
"32","GO:0003422~growth plate cartilage morphogenesis",3,"3/165","19/18012",0.000656647608918791,0.0557329658069824,17.2363636363636,"ENSG00000168077/ENSG00000114270/ENSG00000159167","SCARA3/COL7A1/STC1","GO_BP"
"33","GO:0031960~response to corticosteroid",7,"7/165","162/18012",0.00074053542926262,0.057180149948448,4.71694725028058,"ENSG00000113580/ENSG00000163347/ENSG00000175592/ENSG00000150907/ENSG00000108821/ENSG00000159167/ENSG00000113140","NR3C1/CLDN1/FOSL1/FOXO1/COL1A1/STC1/SPARC","GO_BP"
"34","GO:0030900~forebrain development",11,"11/165","379/18012",0.000757980358929896,0.057180149948448,3.16833773087071,"ENSG00000198121/ENSG00000157193/ENSG00000066468/ENSG00000130449/ENSG00000103494/ENSG00000169554/ENSG00000157168/ENSG00000163132/ENSG00000129682/ENSG00000092445/ENSG00000119042","LPAR1/LRP8/FGFR2/ZSWIM6/RPGRIP1L/ZEB2/NRG1/MSX1/FGF13/TYRO3/SATB2","GO_BP"
"35","GO:0032970~regulation of actin filament-based process",11,"11/165","380/18012",0.000774497610987271,0.057180149948448,3.16,"ENSG00000198121/ENSG00000105976/ENSG00000106299/ENSG00000113448/ENSG00000105974/ENSG00000170989/ENSG00000129682/ENSG00000142632/ENSG00000159167/ENSG00000123700/ENSG00000139926","LPAR1/MET/WASL/PDE4D/CAV1/S1PR1/FGF13/ARHGEF19/STC1/KCNJ2/FRMD6","GO_BP"
"36","GO:0055117~regulation of cardiac muscle contraction",5,"5/165","79/18012",0.000792266386209578,0.057180149948448,6.90909090909091,"ENSG00000113448/ENSG00000105974/ENSG00000129682/ENSG00000159167/ENSG00000123700","PDE4D/CAV1/FGF13/STC1/KCNJ2","GO_BP"
"37","GO:0060351~cartilage development involved in endochondral bone morphogenesis",4,"4/165","46/18012",0.000821069899848849,0.057180149948448,9.49249011857708,"ENSG00000168077/ENSG00000108821/ENSG00000114270/ENSG00000159167","SCARA3/COL1A1/COL7A1/STC1","GO_BP"
"38","GO:0060443~mammary gland morphogenesis",4,"4/165","46/18012",0.000821069899848849,0.057180149948448,9.49249011857708,"ENSG00000065320/ENSG00000066468/ENSG00000105974/ENSG00000184371","NTN1/FGFR2/CAV1/CSF1","GO_BP"
"39","GO:0098868~bone growth",4,"4/165","46/18012",0.000821069899848849,0.057180149948448,9.49249011857708,"ENSG00000066468/ENSG00000168077/ENSG00000114270/ENSG00000159167","FGFR2/SCARA3/COL7A1/STC1","GO_BP"
"40","GO:0045787~positive regulation of cell cycle",11,"11/165","385/18012",0.000861641434146738,0.0585054533785635,3.11896103896104,"ENSG00000079335/ENSG00000101224/ENSG00000066468/ENSG00000124766/ENSG00000105173/ENSG00000163132/ENSG00000175592/ENSG00000006634/ENSG00000013573/ENSG00000137804/ENSG00000097046","CDC14A/CDC25B/FGFR2/SOX4/CCNE1/MSX1/FOSL1/DBF4/DDX11/NUSAP1/CDC7","GO_BP"
"41","GO:0055093~response to hyperoxia",3,"3/165","21/18012",0.000889243466637433,0.0589069574484699,15.5948051948052,"ENSG00000105974/ENSG00000150907/ENSG00000108821","CAV1/FOXO1/COL1A1","GO_BP"
"42","GO:0070482~response to oxygen levels",11,"11/165","389/18012",0.000937081580759015,0.0605979422224163,3.08688946015424,"ENSG00000251562/ENSG00000198121/ENSG00000105974/ENSG00000137449/ENSG00000152455/ENSG00000101945/ENSG00000150907/ENSG00000108821/ENSG00000159167/ENSG00000134013/ENSG00000136492","MALAT1/LPAR1/CAV1/CPEB2/SUV39H2/SUV39H1/FOXO1/COL1A1/STC1/LOXL2/BRIP1","GO_BP"
"43","GO:0007517~muscle organ development",11,"11/165","403/18012",0.00124554082510951,0.0786718344418004,2.97965260545906,"ENSG00000215417/ENSG00000066468/ENSG00000065534/ENSG00000143995/ENSG00000105974/ENSG00000152413/ENSG00000111913/ENSG00000170989/ENSG00000157168/ENSG00000163132/ENSG00000127418","MIR17HG/FGFR2/MYLK/MEIS1/CAV1/HOMER1/RIPOR2/S1PR1/NRG1/MSX1/FGFRL1","GO_BP"
"44","GO:0042476~odontogenesis",6,"6/165","132/18012",0.00136598217048151,0.0843183539779041,4.96198347107438,"ENSG00000066468/ENSG00000184371/ENSG00000163132/ENSG00000150907/ENSG00000108821/ENSG00000189120","FGFR2/CSF1/MSX1/FOXO1/COL1A1/SP6","GO_BP"
"45","GO:0046683~response to organophosphorus",6,"6/165","133/18012",0.00141986360481724,0.0856966566818581,4.92467532467532,"ENSG00000198121/ENSG00000138035/ENSG00000175592/ENSG00000108821/ENSG00000159167/ENSG00000113140","LPAR1/PNPT1/FOSL1/COL1A1/STC1/SPARC","GO_BP"
"46","GO:0030048~actin filament-based movement",6,"6/165","135/18012",0.00153247826742887,0.0899045302776765,4.85171717171717,"ENSG00000106299/ENSG00000113448/ENSG00000105974/ENSG00000159167/ENSG00000123700/ENSG00000139926","WASL/PDE4D/CAV1/STC1/KCNJ2/FRMD6","GO_BP"
"47","GO:0048705~skeletal system morphogenesis",8,"8/165","237/18012",0.00156024317411294,0.0899045302776765,3.68484848484848,"ENSG00000066468/ENSG00000168077/ENSG00000163132/ENSG00000148516/ENSG00000108821/ENSG00000114270/ENSG00000159167/ENSG00000119042","FGFR2/SCARA3/MSX1/ZEB1/COL1A1/COL7A1/STC1/SATB2","GO_BP"
"48","GO:0000819~sister chromatid segregation",7,"7/165","185/18012",0.00160137496777251,0.0899045302776765,4.13051597051597,"ENSG00000151503/ENSG00000179041/ENSG00000149636/ENSG00000134982/ENSG00000013573/ENSG00000137804/ENSG00000138411","NCAPD3/RRS1/DSN1/APC/DDX11/NUSAP1/HECW2","GO_BP"
"49","GO:0090068~positive regulation of cell cycle process",9,"9/165","295/18012",0.0016219889483086,0.0899045302776765,3.33041602465331,"ENSG00000079335/ENSG00000101224/ENSG00000124766/ENSG00000105173/ENSG00000163132/ENSG00000006634/ENSG00000013573/ENSG00000137804/ENSG00000097046","CDC14A/CDC25B/SOX4/CCNE1/MSX1/DBF4/DDX11/NUSAP1/CDC7","GO_BP"
"50","GO:0042481~regulation of odontogenesis",3,"3/165","26/18012",0.00168099078464747,0.0913114194220504,12.5958041958042,"ENSG00000184371/ENSG00000163132/ENSG00000189120","CSF1/MSX1/SP6","GO_BP"
"51","GO:0006942~regulation of striated muscle contraction",5,"5/165","94/18012",0.00172887175473106,0.0920708958009717,5.80657640232108,"ENSG00000113448/ENSG00000105974/ENSG00000129682/ENSG00000159167/ENSG00000123700","PDE4D/CAV1/FGF13/STC1/KCNJ2","GO_BP"
"52","GO:0051591~response to cAMP",5,"5/165","96/18012",0.00189724812702914,0.0990947290963684,5.68560606060606,"ENSG00000138035/ENSG00000175592/ENSG00000108821/ENSG00000159167/ENSG00000113140","PNPT1/FOSL1/COL1A1/STC1/SPARC","GO_BP"
"53","GO:0071560~cellular response to transforming growth factor beta stimulus",8,"8/165","247/18012",0.00202132037176791,0.103200286831233,3.53566433566434,"ENSG00000215417/ENSG00000113580/ENSG00000163347/ENSG00000066468/ENSG00000105974/ENSG00000148516/ENSG00000108821/ENSG00000124225","MIR17HG/NR3C1/CLDN1/FGFR2/CAV1/ZEB1/COL1A1/PMEPA1","GO_BP"
"54","GO:0055017~cardiac muscle tissue growth",5,"5/165","98/18012",0.00207732374381523,0.103200286831233,5.569573283859,"ENSG00000215417/ENSG00000066468/ENSG00000143995/ENSG00000170989/ENSG00000103034","MIR17HG/FGFR2/MEIS1/S1PR1/NDRG4","GO_BP"
"55","GO:0036296~response to increased oxygen levels",3,"3/165","28/18012",0.00208984380549258,0.103200286831233,11.6961038961039,"ENSG00000105974/ENSG00000150907/ENSG00000108821","CAV1/FOXO1/COL1A1","GO_BP"
"56","GO:0048732~gland development",11,"11/165","433/18012",0.00219205182179845,0.106314513357225,2.77321016166282,"ENSG00000065320/ENSG00000105976/ENSG00000163347/ENSG00000066468/ENSG00000103494/ENSG00000105974/ENSG00000138035/ENSG00000169710/ENSG00000157168/ENSG00000184371/ENSG00000163132","NTN1/MET/CLDN1/FGFR2/RPGRIP1L/CAV1/PNPT1/FASN/NRG1/CSF1/MSX1","GO_BP"
"57","GO:0051384~response to glucocorticoid",6,"6/165","146/18012",0.00227811649576215,0.108550252675263,4.48617683686177,"ENSG00000113580/ENSG00000163347/ENSG00000175592/ENSG00000150907/ENSG00000159167/ENSG00000113140","NR3C1/CLDN1/FOSL1/FOXO1/STC1/SPARC","GO_BP"
"58","GO:0071559~response to transforming growth factor beta",8,"8/165","253/18012",0.00234568264765247,0.109842656396967,3.45181458857348,"ENSG00000215417/ENSG00000113580/ENSG00000163347/ENSG00000066468/ENSG00000105974/ENSG00000148516/ENSG00000108821/ENSG00000124225","MIR17HG/NR3C1/CLDN1/FGFR2/CAV1/ZEB1/COL1A1/PMEPA1","GO_BP"
"59","GO:0090596~sensory organ morphogenesis",8,"8/165","256/18012",0.00252249644306038,0.11612034473478,3.41136363636364,"ENSG00000065320/ENSG00000066468/ENSG00000143995/ENSG00000111913/ENSG00000163132/ENSG00000148516/ENSG00000115380/ENSG00000204262","NTN1/FGFR2/MEIS1/RIPOR2/MSX1/ZEB1/EFEMP1/COL5A2","GO_BP"
"60","GO:0031346~positive regulation of cell projection organization",10,"10/165","381/18012",0.00273844819081629,0.121329762094477,2.86518730613219,"ENSG00000065320/ENSG00000198121/ENSG00000157193/ENSG00000106299/ENSG00000169554/ENSG00000198910/ENSG00000111913/ENSG00000117385/ENSG00000134982/ENSG00000103034","NTN1/LPAR1/LRP8/WASL/ZEB2/L1CAM/RIPOR2/P3H1/APC/NDRG4","GO_BP"
"61","GO:0000070~mitotic sister chromatid segregation",6,"6/165","152/18012",0.00278546136164009,0.121329762094477,4.30909090909091,"ENSG00000151503/ENSG00000179041/ENSG00000149636/ENSG00000134982/ENSG00000137804/ENSG00000138411","NCAPD3/RRS1/DSN1/APC/NUSAP1/HECW2","GO_BP"
"62","GO:0060419~heart growth",5,"5/165","105/18012",0.00280654038587698,0.121329762094477,5.1982683982684,"ENSG00000215417/ENSG00000066468/ENSG00000143995/ENSG00000170989/ENSG00000103034","MIR17HG/FGFR2/MEIS1/S1PR1/NDRG4","GO_BP"
"63","GO:0060038~cardiac muscle cell proliferation",4,"4/165","64/18012",0.00281435015167601,0.121329762094477,6.82272727272727,"ENSG00000215417/ENSG00000066468/ENSG00000143995/ENSG00000103034","MIR17HG/FGFR2/MEIS1/NDRG4","GO_BP"
"64","GO:0048545~response to steroid hormone",10,"10/165","385/18012",0.00295071907712221,0.125221140835374,2.83541912632822,"ENSG00000113580/ENSG00000163347/ENSG00000105974/ENSG00000105173/ENSG00000175592/ENSG00000150907/ENSG00000108821/ENSG00000159167/ENSG00000124225/ENSG00000113140","NR3C1/CLDN1/CAV1/CCNE1/FOSL1/FOXO1/COL1A1/STC1/PMEPA1/SPARC","GO_BP"
"65","GO:0086003~cardiac muscle cell contraction",4,"4/165","66/18012",0.003147613023769,0.131521799577794,6.61597796143251,"ENSG00000113448/ENSG00000105974/ENSG00000159167/ENSG00000123700","PDE4D/CAV1/STC1/KCNJ2","GO_BP"
"66","GO:0010631~epithelial cell migration",9,"9/165","328/18012",0.00330663274122787,0.134441119886923,2.99534368070953,"ENSG00000105976/ENSG00000169554/ENSG00000196411/ENSG00000159167/ENSG00000117020/ENSG00000134013/ENSG00000143507/ENSG00000165757/ENSG00000113140","MET/ZEB2/EPHB4/STC1/AKT3/LOXL2/DUSP10/JCAD/SPARC","GO_BP"
"67","GO:0035115~embryonic forelimb morphogenesis",3,"3/165","33/18012",0.00336597796476833,0.134441119886923,9.92396694214876,"ENSG00000103494/ENSG00000122707/ENSG00000163132","RPGRIP1L/RECK/MSX1","GO_BP"
"68","GO:0060603~mammary gland duct morphogenesis",3,"3/165","33/18012",0.00336597796476833,0.134441119886923,9.92396694214876,"ENSG00000065320/ENSG00000066468/ENSG00000184371","NTN1/FGFR2/CSF1","GO_BP"
"69","GO:0090132~epithelium migration",9,"9/165","331/18012",0.0035105515473788,0.138183449314215,2.96819555067289,"ENSG00000105976/ENSG00000169554/ENSG00000196411/ENSG00000159167/ENSG00000117020/ENSG00000134013/ENSG00000143507/ENSG00000165757/ENSG00000113140","MET/ZEB2/EPHB4/STC1/AKT3/LOXL2/DUSP10/JCAD/SPARC","GO_BP"
"70","GO:0090557~establishment of endothelial intestinal barrier",2,"2/165","10/18012",0.00357657203796887,0.138770995073192,21.8327272727273,"ENSG00000163347/ENSG00000169710","CLDN1/FASN","GO_BP"
"71","GO:0048640~negative regulation of developmental growth",5,"5/165","112/18012",0.00370520714128129,0.1404929410961,4.87337662337662,"ENSG00000215417/ENSG00000065320/ENSG00000143995/ENSG00000129682/ENSG00000143507","MIR17HG/NTN1/MEIS1/FGF13/DUSP10","GO_BP"
"72","GO:0048762~mesenchymal cell differentiation",7,"7/165","216/18012",0.00380902015304721,0.1404929410961,3.53771043771044,"ENSG00000066468/ENSG00000169554/ENSG00000166197/ENSG00000157168/ENSG00000163132/ENSG00000108821/ENSG00000134013","FGFR2/ZEB2/NOLC1/NRG1/MSX1/COL1A1/LOXL2","GO_BP"
"73","GO:0070252~actin-mediated cell contraction",5,"5/165","113/18012",0.00384861042996643,0.1404929410961,4.83024939662108,"ENSG00000113448/ENSG00000105974/ENSG00000159167/ENSG00000123700/ENSG00000139926","PDE4D/CAV1/STC1/KCNJ2/FRMD6","GO_BP"
"74","GO:0060537~muscle tissue development",10,"10/165","400/18012",0.00386677219078856,0.1404929410961,2.72909090909091,"ENSG00000215417/ENSG00000066468/ENSG00000065534/ENSG00000143995/ENSG00000105974/ENSG00000152413/ENSG00000111913/ENSG00000170989/ENSG00000157168/ENSG00000103034","MIR17HG/FGFR2/MYLK/MEIS1/CAV1/HOMER1/RIPOR2/S1PR1/NRG1/NDRG4","GO_BP"
"75","GO:0090130~tissue migration",9,"9/165","337/18012",0.00394802433716593,0.1404929410961,2.91534933908821,"ENSG00000105976/ENSG00000169554/ENSG00000196411/ENSG00000159167/ENSG00000117020/ENSG00000134013/ENSG00000143507/ENSG00000165757/ENSG00000113140","MET/ZEB2/EPHB4/STC1/AKT3/LOXL2/DUSP10/JCAD/SPARC","GO_BP"
"76","GO:0003417~growth plate cartilage development",3,"3/165","35/18012",0.00398421011058092,0.1404929410961,9.35688311688312,"ENSG00000168077/ENSG00000114270/ENSG00000159167","SCARA3/COL7A1/STC1","GO_BP"
"77","GO:0043583~ear development",7,"7/165","219/18012",0.00410673058445034,0.1404929410961,3.48924865089249,"ENSG00000065320/ENSG00000066468/ENSG00000103494/ENSG00000111913/ENSG00000163132/ENSG00000148516/ENSG00000113140","NTN1/FGFR2/RPGRIP1L/RIPOR2/MSX1/ZEB1/SPARC","GO_BP"
"78","GO:0001101~response to acid chemical",9,"9/165","340/18012",0.00418221814889825,0.1404929410961,2.8896256684492,"ENSG00000163347/ENSG00000066468/ENSG00000182199/ENSG00000120256/ENSG00000148516/ENSG00000150907/ENSG00000108821/ENSG00000204262/ENSG00000113140","CLDN1/FGFR2/SHMT2/LRP11/ZEB1/FOXO1/COL1A1/COL5A2/SPARC","GO_BP"
"79","GO:0051056~regulation of small GTPase mediated signal transduction",9,"9/165","340/18012",0.00418221814889825,0.1404929410961,2.8896256684492,"ENSG00000198121/ENSG00000105976/ENSG00000031003/ENSG00000111913/ENSG00000157168/ENSG00000184371/ENSG00000142632/ENSG00000147799/ENSG00000035862","LPAR1/MET/FAM13B/RIPOR2/NRG1/CSF1/ARHGEF19/ARHGAP39/TIMP2","GO_BP"
"80","GO:0060350~endochondral bone morphogenesis",4,"4/165","72/18012",0.00430690640613129,0.1404929410961,6.06464646464646,"ENSG00000168077/ENSG00000108821/ENSG00000114270/ENSG00000159167","SCARA3/COL1A1/COL7A1/STC1","GO_BP"
"81","GO:0061180~mammary gland epithelium development",4,"4/165","72/18012",0.00430690640613129,0.1404929410961,6.06464646464646,"ENSG00000065320/ENSG00000066468/ENSG00000184371/ENSG00000163132","NTN1/FGFR2/CSF1/MSX1","GO_BP"
"82","GO:0018095~protein polyglutamylation",2,"2/165","11/18012",0.0043451425081268,0.1404929410961,19.8479338842975,"ENSG00000135912/ENSG00000137941","TTLL4/TTLL7","GO_BP"
"83","GO:0032060~bleb assembly",2,"2/165","11/18012",0.0043451425081268,0.1404929410961,19.8479338842975,"ENSG00000198121/ENSG00000065534","LPAR1/MYLK","GO_BP"
